tot,tx,mi
0.4546842575073242,0.35706591606140137,0.09761834144592285
0.4540095329284668,0.3567221164703369,0.09728741645812988
0.45649290084838867,0.35901522636413574,0.09747767448425293
0.45659828186035156,0.35995912551879883,0.09663915634155273
0.4567835330963135,0.3596611022949219,0.0971224308013916
0.45098114013671875,0.356325626373291,0.09465551376342773
0.45880746841430664,0.3606877326965332,0.09811973571777344
0.4556570053100586,0.3599874973297119,0.09566950798034668
0.45723509788513184,0.3594663143157959,0.09776878356933594
0.4518711566925049,0.35684823989868164,0.09502291679382324
0.4569058418273926,0.36123013496398926,0.09567570686340332
0.45569443702697754,0.3582139015197754,0.09748053550720215
0.4556615352630615,0.3606564998626709,0.09500503540039062
0.45886707305908203,0.3622767925262451,0.09659028053283691
0.45865964889526367,0.3568284511566162,0.10183119773864746
0.455829381942749,0.35806918144226074,0.09776020050048828
0.455153226852417,0.3575565814971924,0.09759664535522461
0.4579434394836426,0.36105799674987793,0.09688544273376465
0.4553201198577881,0.35814905166625977,0.09717106819152832
0.4577324390411377,0.35716748237609863,0.10056495666503906
0.4568345546722412,0.35973262786865234,0.09710192680358887
0.4590113162994385,0.3638901710510254,0.09512114524841309
0.45978832244873047,0.36330175399780273,0.09648656845092773
0.459686279296875,0.36138463020324707,0.09830164909362793
0.45964503288269043,0.3627347946166992,0.09691023826599121
0.4549529552459717,0.3566153049468994,0.09833765029907227
0.45589590072631836,0.361436128616333,0.09445977210998535
0.4576115608215332,0.35971522331237793,0.09789633750915527
0.45177507400512695,0.3564169406890869,0.09535813331604004
0.45793986320495605,0.3604705333709717,0.09746932983398438
0.4621093273162842,0.3639247417449951,0.09818458557128906
0.45768260955810547,0.36118364334106445,0.09649896621704102
0.4574263095855713,0.3615298271179199,0.09589648246765137
0.4571413993835449,0.36077070236206055,0.09637069702148438
0.45810818672180176,0.3599414825439453,0.09816670417785645
0.45995211601257324,0.36258935928344727,0.09736275672912598
0.4559202194213867,0.3586258888244629,0.09729433059692383
0.46068882942199707,0.36244845390319824,0.09824037551879883
0.45738673210144043,0.3609449863433838,0.09644174575805664
0.4590108394622803,0.36115598678588867,0.0978548526763916
0.4631211757659912,0.3635530471801758,0.09956812858581543
0.4564220905303955,0.36094188690185547,0.09548020362854004
0.4594151973724365,0.36226654052734375,0.09714865684509277
0.4528176784515381,0.35727429389953613,0.09554338455200195
0.46107053756713867,0.363297700881958,0.09777283668518066
0.4596219062805176,0.36293721199035645,0.09668469429016113
0.458174467086792,0.3616816997528076,0.09649276733398438
0.4497981071472168,0.3550724983215332,0.0947256088256836
0.4586193561553955,0.36117124557495117,0.09744811058044434
0.45630645751953125,0.3618624210357666,0.09444403648376465
