Time,
0.389899
0.389689
0.393741
0.392305
0.392623
0.392377
0.39246
0.39226
0.392716
0.392168
0.391752
0.392426
0.392797
0.39248
0.392093
0.392431
0.39174
0.392723
0.392074
0.391479
0.391796
0.392613
0.392309
0.392079
0.393301
0.393359
0.390805
0.392307
0.392615
0.392397
0.393918
0.39177
0.39219
0.390119
0.392365
0.392307
0.391517
0.391701
0.394001
0.392406
0.392157
0.390326
0.392837
0.391516
0.392558
0.392926
0.392785
0.392424
0.391719
0.392125
