exec_time,write_time,read_time
0.0166001,0.018196,0.00639769
0.0166084,0.0182326,0.00505032
0.0165842,0.0182196,0.00486794
0.0165784,0.0182865,0.00486277
0.0165935,0.0184192,0.00504628
0.0166028,0.0183352,0.00486832
0.016596,0.0182449,0.00484465
0.0165987,0.0182625,0.00485292
0.0165966,0.018185,0.00487835
0.0166068,0.0181396,0.00490347
0.0166168,0.0180353,0.00486905
0.0165976,0.0181593,0.00489778
0.0165881,0.0180454,0.00489903
0.0166038,0.0181165,0.00485133
0.0165954,0.0182682,0.00492875
0.0165999,0.0182588,0.00486106
0.0166011,0.0181926,0.00486732
0.0166121,0.0181878,0.00486043
0.0165789,0.0180762,0.0049181
0.0166151,0.0182419,0.00486381
0.0166128,0.0182817,0.00487276
0.0166155,0.0182113,0.00485196
0.0166079,0.0181444,0.0048772
0.0166038,0.0184221,0.00506462
0.0165852,0.0181156,0.00495005
0.0166015,0.0181481,0.00485376
0.0165961,0.0181262,0.00486238
0.0166239,0.0184261,0.00485436
0.0166146,0.0182191,0.00521041
0.0166061,0.0182037,0.00505832
0.0166023,0.0181893,0.00488034
0.0166181,0.0183267,0.00486127
0.0166085,0.0182151,0.00486678
0.0166083,0.0184894,0.00489809
0.01661,0.018455,0.00481347
0.0166084,0.0181766,0.00486881
0.016589,0.0183325,0.00496604
0.0165919,0.0182807,0.00495919
0.0166006,0.0186494,0.00489007
0.0166093,0.0183256,0.00488682
0.0166118,0.0182219,0.00485347
0.0166144,0.0183044,0.00486099
0.0166171,0.0183394,0.0048636
0.0166013,0.0182819,0.00485994
0.0166092,0.0182717,0.00486337
0.0166125,0.0182878,0.00485322
0.0166085,0.0182122,0.00484769
0.0166095,0.0195748,0.00488652
0.0166179,0.0182561,0.00486454
0.0166143,0.018362,0.00486294
