exec_time,write_time,read_time
0.00387197,0.000719371,0.000319634
0.00112766,0.000662206,0.000158973
0.00112462,0.000642743,0.000187602
0.00112754,0.000636656,0.000188025
0.00112657,0.000652909,0.000181296
0.00112975,0.000726377,0.000194457
0.0011393,0.000668426,0.000176424
0.00112838,0.000676144,0.000194304
0.00115003,0.000646611,0.000173863
0.00115403,0.000760474,0.000227554
0.00112404,0.000669582,0.000185475
0.00113491,0.000741821,0.000197537
0.00115723,0.000980065,0.000229319
0.00112806,0.0010436,0.000246076
0.00113185,0.000618612,0.000191621
0.0011259,0.000651116,0.000176768
0.00112195,0.00074765,0.000202664
0.00113899,0.000650744,0.000191886
0.00115305,0.000893797,0.000293432
0.0011196,0.000627466,0.000165336
0.00114243,0.000632241,0.000157357
0.00115065,0.000729576,0.00014983
0.00113903,0.000658344,0.000161435
0.00115383,0.000635875,0.00018341
0.0011403,0.0006272,0.000164315
0.00113221,0.000620175,0.00018277
0.00114681,0.000651998,0.000183846
0.00113847,0.000634269,0.000197107
0.00114751,0.000666925,0.000180921
0.0011324,0.000729172,0.000178966
0.00112211,0.000619827,0.000167303
0.00112451,0.000619538,0.000155696
0.00113003,0.000634077,0.000187576
0.00111892,0.000678133,0.000162554
0.00112643,0.000636669,0.000158546
0.00112169,0.000641295,0.000236215
0.00117825,0.000628273,0.000152936
0.00112309,0.00063565,0.000154234
0.00112497,0.000628165,0.000177956
0.00112367,0.000655532,0.000153345
0.00114246,0.000731401,0.000153702
0.00113317,0.00061658,0.000158324
0.00113283,0.000607471,0.000163991
0.00112994,0.000611013,0.000152717
0.00113609,0.000675645,0.000174586
0.00113119,0.000656828,0.000150451
0.00112745,0.000628385,0.000159982
0.00112567,0.000623861,0.000151355
0.0011231,0.000641288,0.000165312
0.00113668,0.000611095,0.000193973
