exec_time,write_time,read_time
0.00117115,0.000189821,0.000118413
0.0011397,0.000194634,6.5105e-05
0.00113607,0.000200211,5.8143e-05
0.00113178,0.000195862,5.1149e-05
0.00113081,0.000204305,4.1726e-05
0.00114758,0.000203342,4.3716e-05
0.00111434,0.000206437,4.202e-05
0.00111663,0.000205129,4.9851e-05
0.00111759,0.000211641,4.2518e-05
0.0011132,0.000201833,4.2186e-05
0.00112636,0.000207825,4.2588e-05
0.00111436,0.000198533,4.2429e-05
0.00111399,0.000204537,4.2681e-05
0.00111275,0.000213569,4.2731e-05
0.00111467,0.00020276,4.2604e-05
0.00111343,0.000198238,4.2145e-05
0.00111807,0.000203167,4.4522e-05
0.00111136,0.000206043,4.3522e-05
0.00111363,0.000206344,4.1941e-05
0.00111279,0.000188479,4.2073e-05
0.00112179,0.000208677,4.4887e-05
0.00111325,0.000227033,4.3584e-05
0.00111418,0.000223555,4.3199e-05
0.00111434,0.000206879,4.2525e-05
0.00111166,0.000206723,4.2748e-05
0.00111029,0.000205316,4.2462e-05
0.00111371,0.000205828,4.9597e-05
0.00110517,0.000204631,4.2064e-05
0.00111406,0.000223296,4.1936e-05
0.00111084,0.000204445,4.1808e-05
0.00110816,0.000205793,4.2781e-05
0.00110619,0.000211692,4.2022e-05
0.00111463,0.000196257,4.4507e-05
0.00110672,0.000225716,4.2359e-05
0.00110607,0.000206351,4.2359e-05
0.00114133,0.000211484,5.4358e-05
0.00112766,0.000205949,5.7852e-05
0.00112645,0.000206282,5.3527e-05
0.00112874,0.000203544,4.18e-05
0.00111003,0.000203236,4.3258e-05
0.00112328,0.000217625,5.1644e-05
0.00111814,0.000207681,4.4663e-05
0.00111126,0.000200829,4.2717e-05
0.00111204,0.000197275,4.988e-05
0.00111306,0.000195354,4.4339e-05
0.00111815,0.000197964,6.7847e-05
0.00112791,0.000212426,4.2594e-05
0.00113262,0.000186803,4.2048e-05
0.00112238,0.000223205,4.1968e-05
0.00112707,0.000203959,5.2634e-05
