exec_time,write_time,read_time
0.00120148,0.00135541,0.000631469
0.00111462,0.00113232,0.000302637
0.00112083,0.00112853,0.000300759
0.00111947,0.00111036,0.000308301
0.00112934,0.00111066,0.000298521
0.00114186,0.00112039,0.000292963
0.00112255,0.00114043,0.000304368
0.00112179,0.0011326,0.000332613
0.00112498,0.00120855,0.00030391
0.00111937,0.00112911,0.000295926
0.00112989,0.00118834,0.00031456
0.00110891,0.00113576,0.000352576
0.00110947,0.00111579,0.000300263
0.00110271,0.00112637,0.000304575
0.00111043,0.00111885,0.000305767
0.00111967,0.00116899,0.00029185
0.00112757,0.00109295,0.000291884
0.00112646,0.00109394,0.000297863
0.00113191,0.00117065,0.00029653
0.00111777,0.00110578,0.000290434
0.00113087,0.00111666,0.000290209
0.00113613,0.0010991,0.000309991
0.00112646,0.00110946,0.000307577
0.00110556,0.00114163,0.000334549
0.00110652,0.00117769,0.000313845
0.00110091,0.00112688,0.000300911
0.00110579,0.00114315,0.00031162
0.00110881,0.00122252,0.000343743
0.00110227,0.00126802,0.000344721
0.00113192,0.00110541,0.000316248
0.0011263,0.0011866,0.000297607
0.00111186,0.00118152,0.000317508
0.00111055,0.00113317,0.000300789
0.00111117,0.00112588,0.000306968
0.00113435,0.00113298,0.000290904
0.00111625,0.00115613,0.000296653
0.00111308,0.0011497,0.00033277
0.00110642,0.00110459,0.000291562
0.00111218,0.00120683,0.000301725
0.00110931,0.00112445,0.000291182
0.00111408,0.00110471,0.000293924
0.00110829,0.00112184,0.000297717
0.00111298,0.00117894,0.000299169
0.00110792,0.0011232,0.000293848
0.00111079,0.00110244,0.000294892
0.00111127,0.00132249,0.000296841
0.00111562,0.00109778,0.000306042
0.00110674,0.001103,0.000293659
0.00110658,0.00109733,0.000291829
0.00111946,0.00109872,0.000291016
