exec_time,write_time,read_time
0.00295224,0.00125478,0.000631613
0.00293032,0.00122565,0.000402241
0.00293,0.00133554,0.000412636
0.0029139,0.0011398,0.000331453
0.00291742,0.00127686,0.000372129
0.0028797,0.00119702,0.000328077
0.00290137,0.00113223,0.000351936
0.00290718,0.00117132,0.000327996
0.0028798,0.00115543,0.000313084
0.00287635,0.0011607,0.000360438
0.00290857,0.00120269,0.00035588
0.00290642,0.0011747,0.000339047
0.00290457,0.00124718,0.000337635
0.0029055,0.00124345,0.000350491
0.0028989,0.00119927,0.000334035
0.00291192,0.00119279,0.000325516
0.00291771,0.00123618,0.000342641
0.00291165,0.00119503,0.000322401
0.00292396,0.00125283,0.000326688
0.0029174,0.00120098,0.000328041
0.00290755,0.0011749,0.000319722
0.00290736,0.00122056,0.000339345
0.00292174,0.00121614,0.000320882
0.00290814,0.00119917,0.000328236
0.00290964,0.00119987,0.000352289
0.00287551,0.00121207,0.000321829
0.00289246,0.00117916,0.000321652
0.00287282,0.00124506,0.000345067
0.00289755,0.00123133,0.000328874
0.00289242,0.0012527,0.000333235
0.00289065,0.00120542,0.000353284
0.0029014,0.00119635,0.000326426
0.00287664,0.00126257,0.000335289
0.00289259,0.00131401,0.000348608
0.00289713,0.00119444,0.000368021
0.00288374,0.00119837,0.000321956
0.00289829,0.00124044,0.000347916
0.00287599,0.0011837,0.00030765
0.00292304,0.00130385,0.000352553
0.00288208,0.00135031,0.000327289
0.00289453,0.00119404,0.000329764
0.00289229,0.00120479,0.000321359
0.00290085,0.00128756,0.000350071
0.00288662,0.00125829,0.000318837
0.00290064,0.0013245,0.000332759
0.00288836,0.00118277,0.000320003
0.00289664,0.00117829,0.000318969
0.00291915,0.00120325,0.000350113
0.00289789,0.00124968,0.000347519
0.00289785,0.00123273,0.000332389
