exec_time,write_time,read_time
0.0286303,0.00840492,0.00356401
0.028632,0.0091063,0.002421
0.0287036,0.00908128,0.00242748
0.0286748,0.00893938,0.0025364
0.0286764,0.00888162,0.00243499
0.0286597,0.00910762,0.00238558
0.0286486,0.00879242,0.00238052
0.0286348,0.00905933,0.00242932
0.0286879,0.00888593,0.00245612
0.0286454,0.00882842,0.00249319
0.0286803,0.00890511,0.00245222
0.0286455,0.00892406,0.0024481
0.0287196,0.00879826,0.00246043
0.0286739,0.00880982,0.00245695
0.0287061,0.00897013,0.00245429
0.0286328,0.00903667,0.00244803
0.0286926,0.0087551,0.00246588
0.0286421,0.00889218,0.00245556
0.0286813,0.00884375,0.00244974
0.0286445,0.00893205,0.00246
0.0286573,0.00912588,0.00247275
0.0286492,0.00901387,0.0024477
0.0286493,0.009036,0.0024479
0.0286317,0.00920073,0.00246354
0.0287043,0.00906512,0.00245276
0.02865,0.00902466,0.00245696
0.0286413,0.00898205,0.00246727
0.0286472,0.0089574,0.00244999
0.028633,0.00903814,0.00244326
0.0286464,0.00908465,0.00244832
0.0286312,0.00901149,0.00245846
0.0286275,0.0094449,0.00248733
0.0286268,0.00896316,0.00245099
0.0286305,0.00913857,0.00247915
0.0286796,0.00918929,0.00247261
0.0286275,0.00923691,0.00244535
0.0286794,0.00935786,0.00251247
0.0286613,0.00908505,0.00245052
0.0286739,0.0090064,0.0024504
0.0286262,0.00939694,0.002448
0.0286956,0.00901004,0.00244875
0.0286447,0.00903935,0.00245582
0.0287076,0.00904776,0.00247075
0.028661,0.00900454,0.0024543
0.0287072,0.0090815,0.00246263
0.0286814,0.00890023,0.00245975
0.0286965,0.00913532,0.00244909
0.0286833,0.00916413,0.00256883
0.0287271,0.00905598,0.00246115
0.0287136,0.00917047,0.00245847
