exec_time,write_time,read_time
0.0451013,0.0374766,0.012497
0.0450881,0.0366452,0.00981678
0.0451005,0.0366144,0.00981252
0.0450931,0.0366196,0.00980165
0.0450821,0.0364124,0.00984641
0.0450733,0.0376959,0.00997417
0.0451012,0.0363807,0.00978147
0.0450904,0.0365203,0.01001
0.0450808,0.0364384,0.00984072
0.0450706,0.0365576,0.00986182
0.045099,0.0364987,0.00986862
0.0450766,0.0363955,0.0097814
0.045083,0.0367627,0.00980253
0.0450908,0.036385,0.00978561
0.0451048,0.0375499,0.0098146
0.0450714,0.0367857,0.00980124
0.0450693,0.0366255,0.00979718
0.0451016,0.0365495,0.00980048
0.045094,0.0363914,0.00980889
0.0450732,0.0364195,0.00977474
0.0450859,0.0364751,0.00977123
0.0450857,0.0364361,0.00981134
0.045102,0.0366125,0.00986775
0.0450854,0.0374173,0.00984976
0.0450966,0.0364087,0.00987507
0.0450872,0.0364531,0.00977732
0.045101,0.0363576,0.00980152
0.0450994,0.0365484,0.00982828
0.045109,0.0364414,0.00982701
0.0450863,0.0363848,0.00984661
0.0450963,0.0366339,0.00980486
0.0450879,0.0363717,0.00981704
0.0450978,0.0363934,0.00982838
0.045069,0.0364369,0.00980521
0.0450933,0.0366448,0.00985084
0.0450689,0.0365817,0.00983479
0.045095,0.0370076,0.00979769
0.0450741,0.0365936,0.00982964
0.0450839,0.0365344,0.00980339
0.0450848,0.0366036,0.00981767
0.0450813,0.0366521,0.0097936
0.0450684,0.0364563,0.00986157
0.0450805,0.0365765,0.00982038
0.0450598,0.0363496,0.0098411
0.0450961,0.0364856,0.00989396
0.0450709,0.036639,0.00980947
0.0450995,0.0365589,0.00982326
0.045086,0.0365595,0.00981585
0.0450856,0.0365302,0.00984563
0.0450686,0.0363637,0.00978167
