exec_time,write_time,read_time
0.00016081,0.000205396,2.487e-05
0.000127976,8.2695e-05,1.7629e-05
0.000121993,7.8288e-05,1.679e-05
0.000136663,7.2696e-05,2.5936e-05
0.000143546,7.4801e-05,2.1674e-05
0.000132177,7.4394e-05,1.657e-05
0.000120901,7.479e-05,1.66e-05
0.000141161,7.5242e-05,1.6767e-05
0.00013254,7.4979e-05,1.7746e-05
0.000121974,7.3938e-05,1.619e-05
0.00012119,6.6084e-05,1.6237e-05
0.000120297,6.4976e-05,1.6307e-05
0.000131916,7.3892e-05,1.8121e-05
0.00012283,6.5267e-05,1.7915e-05
0.000122819,6.5635e-05,1.8088e-05
0.000121805,7.45e-05,1.6245e-05
0.000122792,7.8563e-05,1.9351e-05
0.000124434,7.5867e-05,1.7944e-05
0.000125216,7.9232e-05,1.9454e-05
0.000139207,8.5451e-05,1.7475e-05
0.000139983,7.9479e-05,2.0264e-05
0.000121519,7.6076e-05,1.7835e-05
0.000119825,8.6894e-05,2.3058e-05
0.000150079,6.6133e-05,2.2062e-05
0.000122908,7.517e-05,1.6431e-05
0.000138663,8.4928e-05,1.6499e-05
0.000127098,7.4136e-05,2.7012e-05
0.000136046,7.3484e-05,2.5677e-05
0.000125172,8.4099e-05,2.6425e-05
0.000119029,8.2449e-05,2.5421e-05
0.00012442,6.6195e-05,1.6676e-05
0.000121653,9.9751e-05,1.6256e-05
0.000120843,6.4298e-05,1.6213e-05
0.000117366,7.3997e-05,1.6541e-05
0.000121259,7.2931e-05,2.2093e-05
0.000129362,8.3992e-05,1.6034e-05
0.000124096,6.5166e-05,2.6212e-05
0.000137047,7.0078e-05,1.586e-05
0.000137081,8.1349e-05,1.6106e-05
0.000119777,7.0181e-05,1.6557e-05
0.00012029,7.9795e-05,1.6226e-05
0.000136451,7.0728e-05,1.6722e-05
0.0001201,7.0502e-05,1.5983e-05
0.000131295,7.1439e-05,2.5612e-05
0.000119995,7.0148e-05,1.7743e-05
0.000130464,0.000107164,2.0528e-05
0.000141957,8.1307e-05,2.8791e-05
0.000146402,7.3174e-05,3.3677e-05
0.000119557,6.5102e-05,1.7788e-05
0.000115774,7.0317e-05,1.6801e-05
