exec_time,write_time,read_time
0.000173548,0.000113053,3.856e-05
0.000174671,9.0417e-05,2.4344e-05
0.000141051,7.625e-05,1.7149e-05
0.000136753,7.9495e-05,1.6638e-05
0.000134626,6.7374e-05,1.6365e-05
0.000150497,7.3377e-05,2.6206e-05
0.000132481,7.4911e-05,1.6859e-05
0.000131338,7.725e-05,1.6796e-05
0.000137303,7.5526e-05,1.6421e-05
0.000133676,8.5494e-05,2.5155e-05
0.000139938,7.8685e-05,1.6598e-05
0.000136825,8.2686e-05,1.668e-05
0.000143698,7.1529e-05,1.7844e-05
0.000140534,7.4939e-05,1.6928e-05
0.000136612,7.7366e-05,1.6661e-05
0.000142966,7.6631e-05,1.6631e-05
0.000157655,6.888e-05,1.6619e-05
0.00013557,7.7236e-05,1.7002e-05
0.000140823,0.000104305,1.6711e-05
0.00013608,9.3498e-05,1.6291e-05
0.000136194,7.7495e-05,1.6827e-05
0.000130856,7.7938e-05,1.6706e-05
0.000146516,7.4819e-05,1.6726e-05
0.000135814,7.4426e-05,1.6481e-05
0.000140018,7.7046e-05,1.7322e-05
0.000132155,7.8097e-05,1.7684e-05
0.000135295,8.9182e-05,1.6338e-05
0.000136371,8.129e-05,1.6556e-05
0.000142325,8.2356e-05,2.0064e-05
0.000133689,7.2327e-05,1.7404e-05
0.000138212,8.7556e-05,1.7435e-05
0.000146016,8.297e-05,1.7035e-05
0.000139606,7.8059e-05,1.7765e-05
0.000132585,7.6203e-05,1.7282e-05
0.000152204,8.7299e-05,1.6642e-05
0.000139364,8.1579e-05,1.7203e-05
0.000138359,7.519e-05,1.7148e-05
0.000131934,7.452e-05,1.7365e-05
0.000141797,7.5321e-05,1.7153e-05
0.000132153,7.5823e-05,1.6988e-05
0.000138215,7.3649e-05,1.6984e-05
0.000134258,7.6825e-05,1.7135e-05
0.000163664,6.7179e-05,3.6096e-05
0.000175149,9.8019e-05,2.138e-05
0.000131747,7.9951e-05,1.6797e-05
0.000148627,9.407e-05,1.6786e-05
0.000152859,7.3266e-05,2.4092e-05
0.000140088,6.8499e-05,1.8282e-05
0.000155855,6.7417e-05,1.7039e-05
0.000134147,7.4045e-05,1.6915e-05
