exec_time,write_time,read_time
0.000253168,0.00015191,3.6224e-05
0.000189068,7.35e-05,1.6505e-05
0.000190729,9.4809e-05,1.8909e-05
0.000197008,7.5592e-05,1.6606e-05
0.000185943,7.447e-05,1.6379e-05
0.000191459,7.4053e-05,1.656e-05
0.000191175,6.5594e-05,1.708e-05
0.000188381,7.6834e-05,1.6507e-05
0.000189515,6.6596e-05,1.6964e-05
0.00018802,7.1307e-05,1.7043e-05
0.000212585,7.377e-05,1.9358e-05
0.000201311,7.8985e-05,1.6189e-05
0.000187793,9.1422e-05,1.6361e-05
0.000202335,7.3755e-05,2.187e-05
0.000193676,7.0977e-05,1.6709e-05
0.000195623,7.6412e-05,1.6442e-05
0.000190357,8.6243e-05,1.6329e-05
0.000189243,9.0279e-05,1.6284e-05
0.000195099,6.6466e-05,1.7659e-05
0.000189366,7.9865e-05,1.6706e-05
0.000187552,7.5548e-05,1.6424e-05
0.000210259,7.9909e-05,1.7163e-05
0.000188398,6.6396e-05,1.6338e-05
0.000190429,0.000106208,1.6544e-05
0.00019492,8.8606e-05,1.6653e-05
0.000187935,8.1089e-05,2.9931e-05
0.00019257,6.8409e-05,1.6697e-05
0.000194733,7.4804e-05,1.6813e-05
0.00019079,7.383e-05,1.6444e-05
0.000186638,7.7106e-05,1.6401e-05
0.000193862,7.5969e-05,1.6509e-05
0.00019197,7.2809e-05,1.6522e-05
0.000184764,7.5519e-05,1.6445e-05
0.000182772,6.8352e-05,1.7511e-05
0.000191591,7.6351e-05,1.6563e-05
0.000189651,6.7826e-05,1.6774e-05
0.000205402,7.5902e-05,1.6845e-05
0.000192643,7.2346e-05,1.9937e-05
0.000189345,7.864e-05,2.0341e-05
0.000193023,9.0725e-05,1.6623e-05
0.000189863,7.6084e-05,1.6284e-05
0.000183609,7.2752e-05,1.645e-05
0.000189795,7.1689e-05,1.6308e-05
0.000206681,6.5951e-05,1.6227e-05
0.00020951,6.5369e-05,1.6399e-05
0.000184612,6.5796e-05,1.6135e-05
0.000210754,8.41e-05,2.1671e-05
0.000190661,7.3809e-05,1.6444e-05
0.000196018,6.9018e-05,1.7461e-05
0.000187967,7.6036e-05,1.6193e-05
