exec_time,write_time,read_time
0.000291614,0.00023244,7.5553e-05
0.000274935,0.000123996,2.4348e-05
0.000255346,0.000100835,2.4079e-05
0.000263585,0.000128129,2.9011e-05
0.000253487,0.000111647,2.4725e-05
0.000269121,0.000128135,2.4746e-05
0.000250644,0.000107402,2.4873e-05
0.000248098,0.000110765,2.5679e-05
0.000267541,0.000118299,2.4316e-05
0.000260502,0.000120718,2.4828e-05
0.000250424,0.000110733,2.468e-05
0.000256618,0.000108726,2.4479e-05
0.000253822,0.000108453,2.516e-05
0.000254441,0.000128798,2.4654e-05
0.00025287,0.00010967,2.6656e-05
0.000254727,0.000121432,2.4626e-05
0.000255311,0.000117203,2.4584e-05
0.000255986,0.000110643,3.0949e-05
0.000279493,0.000114535,2.4388e-05
0.000274961,0.000121704,2.4927e-05
0.000254752,0.000110317,2.4299e-05
0.000267893,0.000129113,2.4624e-05
0.000278349,0.00012467,2.4891e-05
0.000266007,0.000129162,2.5616e-05
0.000288551,0.000130664,3.3473e-05
0.000257853,0.000112513,2.5582e-05
0.000276373,0.00010721,2.7043e-05
0.000250767,0.000115994,2.7182e-05
0.000285103,0.000116624,3.355e-05
0.000290391,0.000128313,4.4522e-05
0.000261986,0.000117462,2.6186e-05
0.000258025,0.000121271,2.5459e-05
0.000258055,0.000111018,2.4762e-05
0.000256851,0.00013431,4.1224e-05
0.000265028,0.00019291,3.8917e-05
0.000257575,0.00012483,2.502e-05
0.000251801,0.000126639,2.4604e-05
0.000252607,0.000108521,2.4432e-05
0.000255363,0.000102639,2.4912e-05
0.000255875,0.00010617,2.4549e-05
0.000255366,0.000138285,2.4288e-05
0.000248231,0.000108935,2.4884e-05
0.000254733,0.000121575,2.688e-05
0.000260073,0.000102556,2.4875e-05
0.000248847,0.000100978,2.4626e-05
0.000259508,0.000110489,2.48e-05
0.000248149,0.000107552,2.4719e-05
0.000254912,0.000102072,2.4527e-05
0.000251332,0.000103365,2.4836e-05
0.00025327,0.000108069,2.4973e-05
