exec_time,write_time,read_time
0.000444626,0.000183816,9.864e-05
0.000404752,0.000207278,4.2215e-05
0.00038154,0.000192888,4.2469e-05
0.000384317,0.000197699,4.2868e-05
0.000391113,0.000221998,6.0919e-05
0.000379871,0.000198763,4.2302e-05
0.000379502,0.000187659,4.2393e-05
0.000379074,0.000194762,4.2446e-05
0.000383592,0.000197253,4.2109e-05
0.000397157,0.000207708,4.1551e-05
0.000395349,0.000186536,4.2926e-05
0.000382324,0.000216753,5.1233e-05
0.000389341,0.00019451,4.3365e-05
0.000386213,0.000207175,5.0269e-05
0.00037933,0.000178621,4.2407e-05
0.000381027,0.000198336,4.1855e-05
0.000390151,0.000184798,4.1901e-05
0.000398531,0.00018604,4.2246e-05
0.000383286,0.000181876,4.3021e-05
0.000388693,0.000196892,4.8882e-05
0.000400118,0.000237838,4.6507e-05
0.000381072,0.000198363,4.2494e-05
0.000379905,0.000184016,4.1681e-05
0.000385086,0.000184216,4.1746e-05
0.000396054,0.000205579,5.1316e-05
0.000392162,0.000191737,4.1189e-05
0.00039195,0.000198235,4.1392e-05
0.00039685,0.000202785,4.1974e-05
0.000393606,0.000209434,5.2068e-05
0.000395561,0.000220785,5.1839e-05
0.000394487,0.000215757,6.1293e-05
0.000394235,0.000197765,5.4451e-05
0.000395202,0.000196142,7.7663e-05
0.000379006,0.000203623,4.3448e-05
0.000378875,0.000187746,4.2963e-05
0.000378222,0.000180154,4.1958e-05
0.00037552,0.000193281,4.1895e-05
0.00039402,0.000213534,4.1761e-05
0.000394052,0.000200065,4.1876e-05
0.000393246,0.000192539,4.1847e-05
0.000396775,0.000222145,4.2028e-05
0.000403333,0.000214502,4.4516e-05
0.00039994,0.000207658,4.2903e-05
0.000393745,0.000195516,5.1384e-05
0.000393403,0.000232432,4.6984e-05
0.000408082,0.000199125,6.5426e-05
0.000396927,0.000194319,5.1843e-05
0.000397037,0.000213635,4.1668e-05
0.000411601,0.000199511,5.1392e-05
0.000393341,0.00019703,5.0896e-05
